yr,RushHour-High,relative_temp,RushHour-Med,relative_hum,hum,atemp,relative_windspeed,relative_atemp,workingday,cnt,RushHour-Low,holiday,temp,windspeed,season_spring,season_winter,season_summer,season_fall,weathersit_Acceptable,weathersit_Bad,weathersit_Good,weathersit_Chaos,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_0,weekday_1,weekday_5,weekday_6,weekday_4,weekday_3,weekday_2,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,instant,dteday,registered,casual
0,0,0.537834576701792,1,0.08389393470877583,0.64,0.5303,-1.7104087597169835,0.39912118734507646,0,239,0,0,0.56,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9996588518856052,0.9999683071125489,0.9727049819484531,0.998429470026898,0.9727049819484531,0.9727049819484531,0.9727049819484531,0.9727049819484531,0.9727049819484531,0.9727049819484531,0.9727049819484531,0.998429470026898,0.9727049819484531,0.9727049819484531,0.998429470026898,2974,2011-05-08,178,61
0,0,0.11813825224724028,1,0.8331935332976569,0.77,0.5,-0.7024299948467952,0.05976396575676142,0,174,0,0,0.52,0.1343,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9980520500248264,0.999087559706813,0.944810789364059,0.9996130715758738,0.944810789364059,0.944810789364059,0.944810789364059,0.944810789364059,0.944810789364059,0.944810789364059,0.944810789364059,0.9996130715758738,0.944810789364059,0.944810789364059,0.9996130715758738,2975,2011-05-08,132,42
0,0,0.11452890352487818,1,0.8362898610191575,0.77,0.5,-1.0463421597939515,0.056807730515665913,0,127,0,0,0.52,0.0896,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9948501095258108,0.9967735514389138,0.9044701454130188,0.9999937435837125,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9999937435837125,0.9044701454130188,0.9044701454130188,0.9999937435837125,2976,2011-05-08,95,32
0,0,-0.09612714108897742,1,1.4694638355408052,0.88,0.4848,-1.0561619355530705,-0.11411002328602181,0,115,0,0,0.5,0.0896,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9946699896294897,0.9969306360843563,0.9057534082111913,0.9996790704760034,0.9057534082111913,0.9057534082111913,0.9057534082111913,0.9057534082111913,0.9057534082111913,0.9057534082111913,0.9057534082111913,0.9996790704760034,0.9057534082111913,0.9057534082111913,0.9996790704760034,2977,2011-05-08,86,29
0,0,-0.5130654856138099,1,1.4635182775687106,0.88,0.4545,-1.066142397797304,-0.45117075470445545,0,50,0,0,0.46,0.0896,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9948501095258108,0.9967735514389138,0.9044701454130188,0.9999937435837125,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9999937435837125,0.9044701454130188,0.9044701454130188,0.9999937435837125,2978,2011-05-08,41,9
0,0,-0.43735981895493603,1,1.3043769735598403,0.88,0.4848,-0.12790515207268913,-0.5007699015820182,0,102,0,0,0.5,0.1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7875658023649185,0.7696607366188907,0.6499381387588308,0.5910874030233311,0.6499381387588308,0.6499381387588308,0.6499381387588308,0.6499381387588308,0.6499381387588308,0.6499381387588308,0.6499381387588308,0.5910874030233312,0.6499381387588308,0.6499381387588308,0.5910874030233312,3099,2011-05-14,78,24
0,0,-0.4479127182758644,0,1.299506883781017,0.88,0.4848,-0.12790515207268913,-0.5089101886793567,0,82,1,0,0.5,0.1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7369216130922298,0.7163144660807892,0.5711839032408008,0.53168120227262,0.5711839032408008,0.5711839032408008,0.5711839032408008,0.5711839032408008,0.5711839032408008,0.5711839032408008,0.5711839032408008,0.53168120227262,0.5711839032408008,0.5711839032408008,0.53168120227262,3100,2011-05-14,64,18
0,0,-0.45867890532036903,0,1.2946699156904686,0.88,0.4848,-0.130058075562902,-0.5171679876548225,0,52,1,0,0.5,0.1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6734188846423659,0.6500190775991925,0.4687002907144604,0.46132336541758007,0.4687002907144604,0.4687002907144604,0.4687002907144604,0.4687002907144604,0.4687002907144604,0.4687002907144604,0.4687002907144604,0.46132336541758007,0.4687002907144604,0.4687002907144604,0.46132336541758007,3101,2011-05-14,37,15
0,0,-0.4696682990923937,0,1.2898656462377294,0.88,0.4848,-0.1333301033924508,-0.5255471929047253,0,35,1,0,0.5,0.1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5939587413084122,0.5678556843698854,0.33762486279963017,0.37867787916086604,0.33762486279963017,0.33762486279963017,0.33762486279963017,0.33762486279963017,0.33762486279963017,0.33762486279963017,0.33762486279963017,0.37867787916086604,0.33762486279963017,0.33762486279963017,0.37867787916086604,3102,2011-05-14,30,5
0,0,-0.4808914683045473,0,0.9561534952214059,0.82,0.4848,0.213540352493919,-0.5340518782833159,0,5,1,0,0.5,0.1642,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5939587413084122,0.5678556843698854,0.33762486279963017,0.37867787916086604,0.33762486279963017,0.33762486279963017,0.33762486279963017,0.33762486279963017,0.33762486279963017,0.33762486279963017,0.33762486279963017,0.37867787916086604,0.33762486279963017,0.33762486279963017,0.37867787916086604,3103,2011-05-14,4,1
0,0,-0.4959989627410248,0,0.9561534952214059,0.82,0.4848,-0.4900376569791363,-0.5453100852414839,0,14,1,0,0.5,0.1045,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5602119452453364,0.5316748478953452,0.2323003573995815,0.32920152755655163,0.2323003573995815,0.2323003573995815,0.2323003573995815,0.2323003573995815,0.2323003573995815,0.2323003573995815,0.2323003573995815,0.32920152755655163,0.2323003573995815,0.2323003573995815,0.32920152755655163,3104,2011-05-14,7,7
0,0,-0.5012781235559538,0,1.2712170228454729,0.88,0.4848,-0.4876387193573442,-0.5493327152542238,0,11,1,0,0.5,0.1045,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6308141807619072,0.6034863896727518,0.32417155112299406,0.39137443183421555,0.32417155112299406,0.32417155112299406,0.32417155112299406,0.32417155112299406,0.32417155112299406,0.32417155112299406,0.32417155112299406,0.39137443183421555,0.32417155112299406,0.32417155112299406,0.39137443183421555,3105,2011-05-14,9,2
0,0,-0.83136375542921,0,1.9106892614395372,1.0,0.4697,-1.7133872700544712,-0.7951416544118362,0,32,1,0,0.48,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6150782418601191,0.5864237898252064,0.27100993182361627,0.3666985175824641,0.27100993182361627,0.27100993182361627,0.27100993182361627,0.27100993182361627,0.27100993182361627,0.27100993182361627,0.27100993182361627,0.3666985175824641,0.27100993182361627,0.27100993182361627,0.3666985175824641,3106,2011-05-14,28,4
0,0,-0.5132108831920644,1,1.5574514489544706,0.94,0.4848,-1.7133872700544712,-0.5582074860523224,0,88,0,0,0.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7382311756776216,0.7602139112327313,0.8154759242387583,0.8395101755105083,0.8452724207084389,0.8452724207084389,0.8452724207084389,0.8452724207084389,0.8452724207084389,0.8452724207084389,0.8452724207084389,0.8395101755105083,0.8452724207084389,0.8452724207084389,0.8395101755105083,3107,2011-05-14,72,16
0,0,-0.19303440237762964,1,1.5352734465709947,0.94,0.5,-0.6450369570910436,-0.3180855316293379,0,100,0,0,0.52,0.0896,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9664804060354641,0.9574261802330856,0.9276393516018908,0.9107974656525792,0.9276393516018908,0.9276393516018908,0.9276393516018908,0.9276393516018908,0.9276393516018908,0.9276393516018908,0.9276393516018908,0.9107974656525792,0.9276393516018908,0.9276393516018908,0.9107974656525792,3108,2011-05-14,86,14
0,1,-0.19112985746684313,0,1.5138439433719717,0.94,0.5,0.2373400503925231,-0.3165772151751046,0,167,0,0,0.52,0.1642,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9637729684406776,0.952775686913126,0.91475436225616,0.8943394824700841,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.8943394824700841,0.91475436225616,0.91475436225616,0.8943394824700841,3109,2011-05-14,133,34
0,1,-0.1874369638528604,0,1.4929478682197976,0.94,0.5,-0.10428684447621034,-0.3136805173516685,0,279,0,0,0.52,0.1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9605283569176534,0.951400335418351,0.9185538320098333,0.9083135333372324,0.9185538320098333,0.9185538320098333,0.9185538320098333,0.9185538320098333,0.9185538320098333,0.9185538320098333,0.9185538320098333,0.9083135333372324,0.9185538320098333,0.9185538320098333,0.9083135333372324,3110,2011-05-14,207,72
0,1,-0.18374314437254627,0,1.788412063470139,1.0,0.5,-0.6476526356281244,-0.31078761089750967,0,279,0,0,0.52,0.0896,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9637729684406776,0.952775686913126,0.91475436225616,0.8943394824700841,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.8943394824700841,0.91475436225616,0.91475436225616,0.8943394824700841,3111,2011-05-14,204,75
0,1,-0.1767823407630225,0,1.762875958879762,1.0,0.5,-0.6401406957927327,-0.3017022332843049,0,248,0,0,0.52,0.0896,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9588060494037269,0.9476604171165118,0.9067281909443865,0.892124176758635,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.892124176758635,0.9067281909443865,0.9067281909443865,0.892124176758635,3112,2011-05-14,180,68
0,1,0.1507077716559415,0,1.4274641014625946,0.94,0.5152,-0.09421759067692152,-0.05075072083174771,0,216,0,0,0.54,0.1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9766108494377411,0.9648581721937015,0.9333164263075587,0.886507049402824,0.9333164263075587,0.9333164263075587,0.9333164263075587,0.9333164263075587,0.9333164263075587,0.9333164263075587,0.9333164263075587,0.886507049402824,0.9333164263075587,0.9333164263075587,0.886507049402824,3113,2011-05-14,159,57
0,1,0.1570052751754844,0,1.4123089867419034,0.94,0.5152,0.26699942050705977,-0.0410459748842451,0,294,0,0,0.54,0.1642,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9821151093767518,0.9696210510231869,0.9393753766215542,0.8746697055333597,0.9393753766215542,0.9393753766215542,0.9393753766215542,0.9393753766215542,0.9393753766215542,0.9393753766215542,0.9393753766215542,0.8746697055333597,0.9393753766215542,0.9393753766215542,0.8746697055333597,3114,2011-05-14,221,73
0,1,0.16335688015556693,0,1.3963774820423724,0.94,0.5152,0.634601110788416,-0.031187133518792702,0,295,0,0,0.54,0.19399999999999998,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9980484245682306,0.991022354449476,0.9876972691900968,0.8859152446169862,0.9876972691900968,0.9876972691900968,0.9876972691900968,0.9876972691900968,0.9876972691900968,0.9876972691900968,0.9876972691900968,0.8859152446169862,0.9876972691900968,0.9876972691900968,0.8859152446169862,3115,2011-05-14,188,107
0,1,0.4938594451143307,0,1.0660740795574506,0.88,0.5303,0.634601110788416,0.22512825039908962,0,272,0,0,0.56,0.19399999999999998,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9999972204982015,0.9965046393332291,0.997137450404612,0.8836213488760674,0.997137450404612,0.997137450404612,0.997137450404612,0.997137450404612,0.997137450404612,0.997137450404612,0.997137450404612,0.8836213488760674,0.997137450404612,0.997137450404612,0.8836213488760674,3116,2011-05-14,194,78
0,1,0.49642181821488474,0,1.054277094797716,0.88,0.5303,0.9994930621126451,0.2267217699176639,0,304,0,0,0.56,0.2239,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9915152692322173,0.9992880798458988,0.9887661672986835,0.9026785858831607,0.9887661672986835,0.9887661672986835,0.9887661672986835,0.9887661672986835,0.9887661672986835,0.9887661672986835,0.9887661672986835,0.9026785858831607,0.9887661672986835,0.9887661672986835,0.9026785858831607,3117,2011-05-14,216,88
0,0,0.174067478715597,1,1.3604987281768777,0.94,0.5152,-0.08820379481108584,-0.018232745118243764,0,248,0,0,0.54,0.1343,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9915152692322173,0.9992880798458988,0.9887661672986835,0.9026785858831607,0.9887661672986835,0.9887661672986835,0.9887661672986835,0.9887661672986835,0.9887661672986835,0.9887661672986835,0.9887661672986835,0.9026785858831607,0.9887661672986835,0.9887661672986835,0.9026785858831607,3118,2011-05-14,179,69
0,0,0.1761172484114421,1,1.34435621155422,0.94,0.5152,-0.0840171077017724,-0.01676780278401058,0,157,0,0,0.54,0.1343,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9980484245682306,0.991022354449476,0.9876972691900968,0.8859152446169862,0.9876972691900968,0.9876972691900968,0.9876972691900968,0.9876972691900968,0.9876972691900968,0.9876972691900968,0.9876972691900968,0.8859152446169862,0.9876972691900968,0.9876972691900968,0.8859152446169862,3119,2011-05-14,115,42
0,0,0.17817046384039156,1,1.3285601682146315,0.94,0.5152,0.9979340590475053,-0.015302436281895822,0,59,0,0,0.54,0.2239,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9821151093767518,0.9696210510231869,0.9393753766215542,0.8746697055333597,0.9393753766215542,0.9393753766215542,0.9393753766215542,0.9393753766215542,0.9393753766215542,0.9393753766215542,0.9393753766215542,0.8746697055333597,0.9393753766215542,0.9393753766215542,0.8746697055333597,3120,2011-05-14,44,15
0,0,0.17817046384039156,1,1.3119363954724912,0.94,0.5152,0.2770357928094263,-0.015302436281895822,0,26,0,0,0.54,0.1642,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9021608178153613,0.8972118145150282,0.878899887598674,0.7923295845852756,0.878899887598674,0.878899887598674,0.878899887598674,0.878899887598674,0.878899887598674,0.878899887598674,0.878899887598674,0.7923295845852756,0.878899887598674,0.878899887598674,0.7923295845852756,3121,2011-05-14,19,7
0,0,-0.14718429621597856,1,1.61178596772383,1.0,0.5,0.639654710932956,-0.26356356264393327,0,44,0,0,0.52,0.19399999999999998,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8733968951472055,0.863818422880011,0.8183967487238674,0.728159153409639,0.8183967487238674,0.8183967487238674,0.8183967487238674,0.8183967487238674,0.8183967487238674,0.8183967487238674,0.8183967487238674,0.728159153409639,0.8183967487238674,0.8183967487238674,0.728159153409639,3122,2011-05-14,33,11
0,0,-0.14921131681155014,1,1.5881733182286448,1.0,0.5,-1.7106593102635224,-0.2651944861162894,0,39,0,0,0.52,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8379690970398841,0.8246696605371007,0.7531859877139816,0.6691151846553555,0.7531859877139816,0.7531859877139816,0.7531859877139816,0.7531859877139816,0.7531859877139816,0.7531859877139816,0.7531859877139816,0.6691151846553555,0.7531859877139816,0.7531859877139816,0.6691151846553555,3123,2011-05-15,34,5
0,0,-0.15124142378454872,0,1.5651995019881961,1.0,0.5,-0.43726399712804354,-0.2668279725943753,0,47,1,0,0.52,0.1045,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7470018224141208,0.7277021457173453,0.6075858568212079,0.5518175479104,0.6075858568212079,0.6075858568212079,0.6075858568212079,0.6075858568212079,0.6075858568212079,0.6075858568212079,0.6075858568212079,0.5518175479104,0.6075858568212079,0.6075858568212079,0.5518175479104,3124,2011-05-15,43,4
0,0,-0.15124142378454872,0,1.5429002273132513,1.0,0.5,-0.08834080234499499,-0.2668279725943753,0,50,1,0,0.52,0.1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686112590385992,0.663995105498282,0.511230982702902,0.4832089817709972,0.511230982702902,0.511230982702902,0.511230982702902,0.511230982702902,0.511230982702902,0.511230982702902,0.511230982702902,0.4832089817709972,0.511230982702902,0.511230982702902,0.4832089817709972,3125,2011-05-15,37,13
0,0,-0.15541005039813044,0,1.5214248192595436,1.0,0.5,-1.7356312012037103,-0.27019113188398985,0,32,1,0,0.52,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686112590385992,0.663995105498282,0.511230982702902,0.4832089817709972,0.511230982702902,0.511230982702902,0.511230982702902,0.511230982702902,0.511230982702902,0.511230982702902,0.511230982702902,0.4832089817709972,0.511230982702902,0.511230982702902,0.4832089817709972,3126,2011-05-15,21,11
0,0,-0.16185386721968475,0,1.502570264208318,1.0,0.5,-1.7158714640210124,-0.2754203494379351,0,13,1,0,0.52,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6197067842510222,0.5956267180888897,0.41786917011030017,0.41786917011030017,0.41786917011030017,0.41786917011030017,0.41786917011030017,0.41786917011030017,0.41786917011030017,0.41786917011030017,0.41786917011030017,0.41786917011030017,0.41786917011030017,0.41786917011030017,0.41786917011030017,3127,2011-05-15,8,5
0,0,-0.1732877695654144,0,1.4886077099277153,1.0,0.5,-0.4520596429982239,-0.28475124492069825,0,14,1,0,0.52,0.1045,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6645415425185542,0.6402782144429021,0.4387096667081313,0.44632739169738767,0.4387096667081313,0.4387096667081313,0.4387096667081313,0.4387096667081313,0.4387096667081313,0.4387096667081313,0.4387096667081313,0.44632739169738767,0.4387096667081313,0.4387096667081313,0.44632739169738767,3128,2011-05-15,11,3
0,0,-0.1823808481354417,0,1.4724134601226626,1.0,0.5,-0.10001099023909488,-0.29210175504752545,0,17,1,0,0.52,0.1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7261443228361176,0.7042040553430482,0.53168120227262,0.5107834653258418,0.53168120227262,0.53168120227262,0.53168120227262,0.53168120227262,0.53168120227262,0.53168120227262,0.53168120227262,0.5107834653258418,0.53168120227262,0.53168120227262,0.5107834653258418,3129,2011-05-15,14,3
0,0,-0.19161789787868957,0,1.4589781075863946,1.0,0.5,-0.1107675350501701,-0.2995404775194556,0,42,1,0,0.52,0.1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7757590918193784,0.7887140885452668,0.8252226736743732,0.8253073819896348,0.8134624107051804,0.8134624107051804,0.8134624107051804,0.8134624107051804,0.8134624107051804,0.8134624107051804,0.8134624107051804,0.8253073819896348,0.8134624107051804,0.8134624107051804,0.8253073819896348,3130,2011-05-15,38,4
0,0,0.1383078065659092,1,1.1465251062434623,0.94,0.5152,-0.12174602847317449,-0.050451084068324666,0,70,0,0,0.54,0.1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9529965827947242,0.9439736960612692,0.910118118755179,0.9061093130182808,0.910118118755179,0.910118118755179,0.910118118755179,0.910118118755179,0.910118118755179,0.910118118755179,0.910118118755179,0.9061093130182808,0.910118118755179,0.910118118755179,0.9061093130182808,3131,2011-05-15,46,24
0,0,0.8098529684672381,1,0.5866997872613761,0.83,0.5455,1.361567828638757,0.45559926910226767,0,134,0,0,0.58,0.2537,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9588060494037269,0.9476604171165118,0.9067281909443865,0.892124176758635,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.892124176758635,0.9067281909443865,0.9067281909443865,0.892124176758635,3132,2011-05-15,98,36
0,1,0.8068070173840947,0,0.5785340916686798,0.83,0.5455,0.986589628990141,0.4538570359800629,0,226,0,0,0.58,0.2239,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9588060494037269,0.9476604171165118,0.9067281909443865,0.892124176758635,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.9067281909443865,0.892124176758635,0.9067281909443865,0.9067281909443865,0.892124176758635,3133,2011-05-15,153,73
0,1,1.1431434415045139,0,0.3203856019441559,0.78,0.5758,0.9772035073186697,0.96118347177203,0,322,0,0,0.6,0.2239,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9637729684406776,0.952775686913126,0.91475436225616,0.8943394824700841,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.8943394824700841,0.91475436225616,0.91475436225616,0.8943394824700841,3134,2011-05-15,202,120
0,1,1.4745881793243274,0,0.0623364392426861,0.73,0.5909,1.8863909407427626,1.2084007407285349,0,367,0,0,0.62,0.2985,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9874869416509444,0.9813325543544674,0.9772150580940412,0.9385699798776249,0.9772150580940412,0.9772150580940412,0.9772150580940412,0.9772150580940412,0.9772150580940412,0.9772150580940412,0.9772150580940412,0.9385699798776249,0.9772150580940412,0.9772150580940412,0.9385699798776249,3135,2011-05-15,247,120
